Class 00 - 28 04 02 00 00 02 01 00 01 00 00 00   38
Class 01 - 01 27 02 00 00 00 00 00 00 01 01 00   32
Class 02 - 00 01 25 01 09 00 00 00 00 00 00 00   36
Class 03 - 00 00 00 32 05 00 00 01 01 00 00 00   39
Class 04 - 00 01 00 02 33 00 00 02 00 00 00 00   38
Class 05 - 01 00 00 00 01 26 00 00 01 00 00 00   29
Class 06 - 01 00 01 00 02 04 24 00 00 00 00 00   32
Class 07 - 00 00 01 00 02 00 00 23 00 00 00 02   28
Class 08 - 01 00 00 00 00 00 00 00 26 03 00 01   31
Class 09 - 00 00 00 00 00 00 00 00 04 26 00 00   30
Class 10 - 01 00 00 00 00 00 00 00 02 01 30 00   34
Class 11 - 00 00 00 00 00 00 00 02 05 03 00 23   33

Recognition Rate 80.750000
