Class 00 - 28 03 02 00 00 01 01 00 02 01 00 00   38
Class 01 - 01 27 01 00 00 00 00 00 01 01 01 00   32
Class 02 - 00 01 24 01 10 00 00 00 00 00 00 00   36
Class 03 - 00 00 00 35 04 00 00 00 00 00 00 00   39
Class 04 - 00 00 00 03 33 00 00 01 01 00 00 00   38
Class 05 - 01 00 00 00 01 27 00 00 00 00 00 00   29
Class 06 - 01 00 02 00 01 04 23 01 00 00 00 00   32
Class 07 - 00 00 01 00 02 00 00 24 00 00 00 01   28
Class 08 - 01 00 00 00 00 00 00 00 26 02 00 02   31
Class 09 - 00 00 00 00 00 00 00 00 05 25 00 00   30
Class 10 - 00 00 00 00 00 00 00 00 01 01 32 00   34
Class 11 - 00 00 00 00 00 00 00 01 04 03 00 25   33

TOP1 Recognition Rate 82.250000 

Class 00 - 32 01 02 00 00 01 01 00 00 01 00 00   38
Class 01 - 01 30 00 00 00 00 00 00 00 01 00 00   32
Class 02 - 00 00 36 00 00 00 00 00 00 00 00 00   36
Class 03 - 00 00 00 36 03 00 00 00 00 00 00 00   39
Class 04 - 00 00 00 02 34 00 00 01 01 00 00 00   38
Class 05 - 00 00 00 00 01 28 00 00 00 00 00 00   29
Class 06 - 01 00 01 00 01 02 26 01 00 00 00 00   32
Class 07 - 00 00 01 00 01 00 00 26 00 00 00 00   28
Class 08 - 01 00 00 00 00 00 00 00 28 00 00 02   31
Class 09 - 00 00 00 00 00 00 00 00 02 28 00 00   30
Class 10 - 00 00 00 00 00 00 00 00 00 00 34 00   34
Class 11 - 00 00 00 00 00 00 00 01 01 00 00 31   33

TOP2 Recognition Rate 92.250000 

Class 00 - 35 00 01 00 00 01 00 00 00 01 00 00   38
Class 01 - 00 31 00 00 00 00 00 00 00 01 00 00   32
Class 02 - 00 00 36 00 00 00 00 00 00 00 00 00   36
Class 03 - 00 00 00 36 03 00 00 00 00 00 00 00   39
Class 04 - 00 00 00 01 35 00 00 01 01 00 00 00   38
Class 05 - 00 00 00 00 01 28 00 00 00 00 00 00   29
Class 06 - 01 00 00 00 00 00 31 00 00 00 00 00   32
Class 07 - 00 00 00 00 00 00 00 28 00 00 00 00   28
Class 08 - 01 00 00 00 00 00 00 00 30 00 00 00   31
Class 09 - 00 00 00 00 00 00 00 00 01 29 00 00   30
Class 10 - 00 00 00 00 00 00 00 00 00 00 34 00   34
Class 11 - 00 00 00 00 00 00 00 00 01 00 00 32   33

TOP3 Recognition Rate 96.250000 

Class 00 - 38 00 00 00 00 00 00 00 00 00 00 00   38
Class 01 - 00 31 00 00 00 00 00 00 00 01 00 00   32
Class 02 - 00 00 36 00 00 00 00 00 00 00 00 00   36
Class 03 - 00 00 00 38 01 00 00 00 00 00 00 00   39
Class 04 - 00 00 00 01 35 00 00 01 01 00 00 00   38
Class 05 - 00 00 00 00 00 29 00 00 00 00 00 00   29
Class 06 - 00 00 00 00 00 00 32 00 00 00 00 00   32
Class 07 - 00 00 00 00 00 00 00 28 00 00 00 00   28
Class 08 - 00 00 00 00 00 00 00 00 31 00 00 00   31
Class 09 - 00 00 00 00 00 00 00 00 00 30 00 00   30
Class 10 - 00 00 00 00 00 00 00 00 00 00 34 00   34
Class 11 - 00 00 00 00 00 00 00 00 00 00 00 33   33

TOP4 Recognition Rate 98.750000 

Class 00 - 38 00 00 00 00 00 00 00 00 00 00 00   38
Class 01 - 00 31 00 00 00 00 00 00 00 01 00 00   32
Class 02 - 00 00 36 00 00 00 00 00 00 00 00 00   36
Class 03 - 00 00 00 39 00 00 00 00 00 00 00 00   39
Class 04 - 00 00 00 01 35 00 00 01 01 00 00 00   38
Class 05 - 00 00 00 00 00 29 00 00 00 00 00 00   29
Class 06 - 00 00 00 00 00 00 32 00 00 00 00 00   32
Class 07 - 00 00 00 00 00 00 00 28 00 00 00 00   28
Class 08 - 00 00 00 00 00 00 00 00 31 00 00 00   31
Class 09 - 00 00 00 00 00 00 00 00 00 30 00 00   30
Class 10 - 00 00 00 00 00 00 00 00 00 00 34 00   34
Class 11 - 00 00 00 00 00 00 00 00 00 00 00 33   33

TOP5 Recognition Rate 99.000000 

