Class 00 - 21 03 00 00 00 01 01 00 00 00 00 00 05 00 00 00 00 00 01 00 00 00 00 00   32
Class 01 - 01 17 00 00 00 00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 00 00 01   22
Class 02 - 00 00 15 00 06 00 00 00 00 00 00 00 00 01 03 00 02 00 01 00 00 00 00 00   28
Class 03 - 00 00 00 26 02 00 00 00 01 00 00 00 00 00 00 01 01 00 00 02 00 00 00 00   33
Class 04 - 00 00 00 00 20 00 00 00 00 00 00 00 00 00 02 01 05 00 00 01 00 00 00 00   29
Class 05 - 00 00 00 00 00 25 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00   27
Class 06 - 00 00 00 00 00 02 22 00 00 00 00 00 01 00 00 00 01 00 00 00 00 00 00 00   26
Class 07 - 00 00 00 00 00 00 00 21 00 00 00 02 00 00 00 00 00 00 00 01 00 00 00 00   24
Class 08 - 00 00 00 00 00 00 00 00 25 00 00 01 00 00 00 00 00 00 00 00 00 01 01 00   28
Class 09 - 00 00 00 00 00 00 00 00 04 21 00 00 00 00 00 00 00 00 00 01 00 00 00 00   26
Class 10 - 00 00 00 00 00 00 00 00 02 01 25 00 00 00 00 00 00 00 00 00 00 00 01 00   29
Class 11 - 00 00 00 00 00 00 00 01 03 01 00 19 00 00 00 00 00 00 00 01 01 00 00 04   30
Class 12 - 01 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 01 00 01 01 01 00 00 00   6
Class 13 - 00 00 00 00 00 00 00 00 00 00 00 00 00 08 00 00 00 00 00 00 02 00 00 00   10
Class 14 - 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 00 01 00 00 00 00 00 00 00   8
Class 15 - 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 03 01 00 00 00 00 00 00 00   6
Class 16 - 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 07 00 00 01 00 00 00 00   9
Class 17 - 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 01 00 00 00 00 00   2
Class 18 - 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 01 04 00 00 00 00 00   6
Class 19 - 00 00 00 00 01 00 00 00 00 00 00 00 00 00 01 00 00 00 00 02 00 00 00 00   4
Class 20 - 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 02 00 00 00   3
Class 21 - 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 00 00   4
Class 22 - 01 00 00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 00 00 00 00 01 00   5
Class 23 - 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 01 00 01   3

Recognition Rate 74.250000
